Room Number,Appliance Type,Issue Reported,Last Maintenance Date,Usage Hours,Days Since Maintenance,Average_Daily_Usage,Device_Year,Warranty Year
2126,Hair Dryer,Noisy,6/2/2024,754,379,3,2017,2019
2046,Mini Fridge,Low performance,7/6/2023,1200,712,2,2020,2023
2089,Lamp,Overheating,5/19/2023,3032,759,4,2016,2018
2059,Mini Fridge,Unresponsive,1/4/2025,1220,164,8,2023,2025
2040,Mini Fridge,Low performance,6/27/2024,4721,354,15,2022,2024
2065,Television,Low performance,2/10/2023,3493,858,4,2021,2025
2040,Air Conditioner,Not working,2/23/2025,3407,113,24,2017,2022
2049,Heater,Flickering,5/5/2025,3248,42,24,2022,2025
2135,Lamp,Overheating,9/28/2023,989,627,1,2018,2020
2136,Coffee Maker,Low performance,4/28/2025,4683,49,23,2024,2027
2124,Lamp,Low performance,8/25/2023,3277,662,5,2014,2016
2034,Coffee Maker,Leaking,3/9/2024,3909,465,8,2022,2025
2019,Television,Leaking,4/20/2025,4937,57,24,2016,2020
2135,Hair Dryer,Overheating,3/25/2023,4216,815,5,2022,2024
2139,Coffee Maker,Noisy,3/15/2023,1022,825,1,2023,2026
2107,Heater,Noisy,6/15/2023,1209,733,1,2019,2022
2077,Hair Dryer,Overheating,12/6/2024,2745,193,16,2016,2018
2144,Mini Fridge,Low performance,9/29/2023,4758,626,7,2017,2019
2088,Mini Fridge,Low performance,2/2/2024,4964,500,10,2015,2020
2073,Hair Dryer,Overheating,4/1/2024,2871,441,6,2016,2018
2020,Lamp,Flickering,4/28/2023,1212,781,1,2018,2020
2042,Mini Fridge,Noisy,8/25/2023,4608,661,7,2019,2021
2028,Lamp,Noisy,5/22/2024,2758,391,7,2021,2023
2073,Hair Dryer,Noisy,2/24/2023,2230,843,3,2022,2024
2021,Mini Fridge,Overheating,11/10/2023,2828,585,4,2021,2024
2141,Television,Unresponsive,3/27/2023,3486,813,5,2018,2022
2038,Television,Leaking,3/4/2025,2557,104,24,2023,2027
2086,Heater,Leaking,1/4/2025,2190,164,14,2019,2022
2035,Coffee Maker,Noisy,7/26/2023,4342,692,6,2016,2019
2080,Coffee Maker,Low performance,5/2/2024,5160,410,13,2022,2025
2077,Hair Dryer,Unresponsive,7/20/2023,3602,697,5,2021,2023
2050,Mini Fridge,Unresponsive,1/2/2023,2256,897,2,2016,2020
2029,Coffee Maker,Flickering,11/1/2024,3942,227,16,2019,2022
2027,Heater,Low performance,11/18/2023,1144,577,2,2015,2018
2080,Heater,Leaking,3/8/2025,2424,101,24,2022,2025
2110,Heater,Leaking,4/7/2025,2155,71,24,2015,2018
2107,Hair Dryer,Not working,4/9/2024,2730,433,6,2022,2024
2014,Air Conditioner,Leaking,7/6/2024,4819,346,14,2022,2027
2097,Television,Not working,2/15/2024,3980,487,8,2020,2024
2042,Heater,Leaking,9/15/2023,3965,641,6,2022,2025
2002,Hair Dryer,Low performance,2/18/2023,2271,850,3,2015,2017
2105,Lamp,Noisy,11/10/2024,1392,219,6,2023,2025
2016,Hair Dryer,Unresponsive,8/22/2023,2278,664,3,2017,2019
2071,Hair Dryer,Unresponsive,1/18/2023,2845,880,3,2016,2018
2044,Television,Not working,11/1/2024,3078,227,12,2022,2026
2078,Air Conditioner,Not working,10/23/2023,1420,603,3,2019,2024
2138,Hair Dryer,Leaking,10/31/2023,1282,595,2,2014,2016
2128,Heater,Noisy,4/3/2024,4907,439,11,2016,2019
2026,Coffee Maker,Overheating,10/15/2024,1167,245,5,2020,2023
2011,Hair Dryer,Not working,6/16/2025,3446,1,24,2016,2018
2134,Coffee Maker,Low performance,11/6/2024,3245,223,15,2018,2021
2055,Coffee Maker,Overheating,6/4/2025,1698,13,24,2019,2022
2052,Air Conditioner,Noisy,6/30/2023,4608,718,6,2022,2027
2006,Lamp,Low performance,12/13/2024,962,186,7,2021,2023
2048,Coffee Maker,Flickering,3/16/2024,1267,458,3,2015,2018
2041,Television,Overheating,7/25/2024,3223,326,11,2023,2027
2106,Air Conditioner,Unresponsive,6/27/2024,2413,355,8,2016,2021
2102,Lamp,Low performance,3/22/2024,3703,452,8,2024,2026
2067,Television,Noisy,6/16/2025,4138,1,24,2016,2020
2086,Lamp,Low performance,8/22/2024,2174,298,8,2023,2025
2031,Mini Fridge,Not working,8/30/2023,4111,656,6,2022,2026
2142,Television,Noisy,12/16/2024,3259,183,17,2019,2023
2084,Hair Dryer,Unresponsive,3/24/2023,1697,815,2,2021,2023
2078,Lamp,Not working,6/1/2025,1540,15,24,2023,2025
2083,Mini Fridge,Overheating,7/23/2024,2387,329,7,2022,2026
2103,Lamp,Not working,6/28/2024,2316,353,6,2024,2026
2002,Air Conditioner,Not working,12/12/2023,4407,553,8,2019,2024
2082,Air Conditioner,Unresponsive,2/2/2023,831,865,1,2021,2026
2061,Television,Low performance,4/22/2025,2366,55,23,2021,2025
2038,Hair Dryer,Overheating,8/12/2024,996,309,3,2017,2019
2073,Mini Fridge,Noisy,5/16/2025,3358,31,24,2018,2020
2049,Heater,Overheating,3/17/2024,2223,456,4,2014,2017
2060,Coffee Maker,Low performance,4/16/2025,2791,61,23,2016,2019
2086,Coffee Maker,Unresponsive,9/18/2024,4780,272,19,2017,2020
2100,Hair Dryer,Unresponsive,11/28/2024,915,200,4,2014,2016
2070,Heater,Overheating,5/29/2025,4265,19,24,2023,2026
2016,Air Conditioner,Low performance,5/23/2023,2182,755,3,2020,2025
2118,Air Conditioner,Unresponsive,4/21/2025,1509,57,23,2018,2023
2007,Television,Flickering,7/20/2023,4625,698,6,2020,2024
2033,Hair Dryer,Noisy,8/22/2023,836,664,1,2017,2019
2057,Coffee Maker,Flickering,3/31/2025,3687,78,24,2024,2027
2103,Television,Unresponsive,6/26/2023,1865,722,3,2015,2019
2141,Lamp,Noisy,6/24/2024,3208,358,9,2022,2024
2076,Hair Dryer,Overheating,2/22/2023,2761,845,3,2016,2018
2057,Mini Fridge,Overheating,4/11/2025,2836,66,23,2020,2022
2101,Mini Fridge,Noisy,2/13/2024,2436,490,5,2019,2023
2117,Heater,Unresponsive,1/26/2024,2364,508,5,2020,2023
2122,Mini Fridge,Overheating,5/6/2025,4614,42,24,2015,2017
2049,Coffee Maker,Flickering,6/15/2024,2494,366,7,2020,2023
2007,Air Conditioner,Overheating,3/28/2025,2752,81,24,2016,2021
2057,Mini Fridge,Leaking,9/19/2023,4616,636,7,2015,2020
2089,Coffee Maker,Not working,2/25/2023,4776,842,6,2015,2018
2034,Lamp,Flickering,6/9/2025,2104,7,24,2022,2024
2082,Lamp,Unresponsive,6/29/2024,4684,352,15,2023,2025
2133,Mini Fridge,Leaking,6/20/2023,1289,728,1,2023,2025
2017,Heater,Unresponsive,6/10/2025,699,6,24,2024,2027
2000,Lamp,Flickering,10/12/2023,4277,613,7,2018,2020
2097,Air Conditioner,Flickering,4/7/2025,2775,71,24,2023,2028
2060,Air Conditioner,Not working,9/16/2023,4061,639,6,2023,2028
2085,Mini Fridge,Overheating,10/11/2024,4227,248,17,2016,2018
2001,Hair Dryer,Unresponsive,11/30/2024,3615,199,17,2016,2018
2137,Coffee Maker,Unresponsive,2/16/2023,4326,851,4,2015,2018
2086,Air Conditioner,Noisy,8/7/2023,3273,679,5,2021,2026
2078,Television,Not working,12/1/2023,3506,564,6,2016,2020
2049,Mini Fridge,Low performance,10/19/2024,2827,241,12,2024,2028
2075,Coffee Maker,Flickering,11/30/2024,3618,199,17,2015,2018
2115,Air Conditioner,Leaking,11/11/2023,616,583,2,2021,2026
2133,Coffee Maker,Leaking,4/21/2024,2143,421,5,2021,2024
2141,Lamp,Unresponsive,7/1/2023,3127,717,4,2015,2017
2120,Lamp,Noisy,10/20/2024,2533,240,12,2020,2022
2124,Heater,Noisy,6/4/2023,1752,743,3,2022,2025
2148,Coffee Maker,Flickering,3/15/2024,3531,458,9,2024,2027
2022,Hair Dryer,Overheating,1/1/2025,2734,167,15,2019,2021
2019,Coffee Maker,Leaking,2/21/2025,2484,115,24,2023,2026
2030,Heater,Low performance,5/21/2023,2195,757,3,2024,2027
2072,Hair Dryer,Overheating,8/30/2023,3060,657,4,2017,2019
2135,Air Conditioner,Flickering,10/2/2023,1494,624,2,2015,2020
2149,Coffee Maker,Noisy,1/13/2025,2976,154,19,2015,2018
2060,Coffee Maker,Noisy,7/8/2023,516,709,1,2014,2017
2123,Heater,Low performance,3/27/2025,3309,81,24,2018,2021
2002,Television,Low performance,4/11/2025,4391,67,24,2020,2024
2057,Coffee Maker,Leaking,3/2/2023,2882,837,3,2022,2025
2037,Hair Dryer,Overheating,11/14/2024,2672,214,13,2017,2019
2149,Air Conditioner,Unresponsive,4/21/2023,2740,788,3,2020,2025
2077,Heater,Overheating,6/7/2024,1200,374,3,2014,2017
2021,Hair Dryer,Noisy,11/1/2023,3692,594,6,2021,2023
2107,Coffee Maker,Noisy,6/14/2024,741,367,1,2021,2024
2059,Hair Dryer,Leaking,6/25/2024,679,356,1,2024,2026
2071,Air Conditioner,Flickering,2/20/2025,1905,116,20,2020,2025
2044,Heater,Low performance,3/3/2025,3869,105,23,2022,2025
2021,Mini Fridge,Overheating,1/7/2024,920,527,2,2018,2022
2073,Hair Dryer,Leaking,6/10/2023,3339,737,4,2015,2017
2068,Coffee Maker,Low performance,8/22/2024,2499,299,8,2021,2024
2102,Coffee Maker,Low performance,10/7/2024,2921,253,10,2014,2017
2031,Television,Not working,5/10/2023,2492,768,3,2021,2025
2035,Hair Dryer,Unresponsive,7/12/2024,4389,339,13,2024,2026
2085,Air Conditioner,Leaking,3/11/2023,930,828,1,2021,2026
2107,Heater,Unresponsive,11/17/2023,3351,577,6,2020,2023
2054,Mini Fridge,Overheating,5/17/2024,2520,396,6,2023,2028
2142,Heater,Unresponsive,10/28/2023,1850,598,3,2023,2026
2147,Television,Not working,9/12/2023,1399,644,2,2014,2018
2050,Coffee Maker,Not working,3/17/2023,4013,823,5,2019,2022
2142,Lamp,Low performance,6/11/2025,1171,6,24,2017,2019
2097,Lamp,Leaking,9/29/2023,875,627,1,2018,2020
2002,Mini Fridge,Low performance,6/16/2025,3938,1,24,2023,2027
2122,Mini Fridge,Flickering,7/21/2024,2058,330,6,2014,2019
2133,Hair Dryer,Low performance,7/8/2023,3025,710,4,2018,2020
2095,Heater,Low performance,5/31/2023,2774,747,4,2019,2022
2027,Air Conditioner,Leaking,8/8/2024,2678,313,9,2023,2028
2136,Lamp,Leaking,12/31/2024,2469,168,15,2021,2023
2067,Mini Fridge,Flickering,6/1/2025,1793,16,24,2017,2019
2015,Heater,Flickering,10/15/2024,4699,244,18,2014,2017
2103,Lamp,Leaking,2/9/2023,3808,858,4,2022,2024
2078,Mini Fridge,Unresponsive,12/29/2024,4620,170,24,2020,2024
2133,Television,Leaking,9/17/2023,4434,638,7,2017,2021
2001,Lamp,Noisy,2/24/2024,4751,478,10,2023,2025
2095,Television,Overheating,7/5/2023,2938,712,4,2017,2021
2128,Lamp,Not working,2/19/2024,4852,484,10,2021,2023
2098,Air Conditioner,Flickering,2/10/2024,4996,492,9,2015,2020
2023,Air Conditioner,Low performance,4/11/2025,912,67,13,2016,2021
2138,Lamp,Unresponsive,10/7/2024,2068,253,8,2021,2023
2099,Mini Fridge,Unresponsive,9/2/2024,1335,287,5,2022,2027
2048,Air Conditioner,Leaking,1/31/2024,4121,502,8,2014,2019
2010,Heater,Flickering,1/19/2024,4274,514,8,2017,2020
2017,Heater,Overheating,10/3/2024,3588,256,15,2017,2020
2097,Lamp,Noisy,10/24/2024,2798,236,11,2015,2017
2061,Air Conditioner,Noisy,2/3/2025,2026,134,16,2021,2026
2069,Mini Fridge,Low performance,3/20/2023,3140,819,3,2017,2021
2082,Heater,Flickering,10/12/2024,2831,248,10,2016,2019
2129,Television,Leaking,4/2/2025,3019,75,24,2021,2025
2122,Lamp,Low performance,3/9/2023,1476,830,1,2024,2026
2023,Mini Fridge,Leaking,1/11/2023,4021,887,5,2019,2023
2013,Lamp,Not working,11/19/2023,3056,575,5,2022,2024
2136,Heater,Noisy,12/24/2023,4614,540,8,2016,2019
2099,Lamp,Unresponsive,1/8/2025,3584,160,22,2020,2022
2141,Television,Leaking,9/28/2023,4613,627,7,2021,2025
2038,Air Conditioner,Flickering,1/5/2025,954,163,6,2014,2019
2075,Television,Flickering,10/29/2023,2811,597,5,2022,2026
2110,Hair Dryer,Low performance,4/27/2024,789,416,1,2018,2020
2054,Television,Leaking,2/7/2024,3561,495,7,2017,2021
2138,Heater,Unresponsive,2/25/2023,2342,843,2,2024,2027
2082,Coffee Maker,Not working,6/17/2023,925,730,1,2021,2024
2036,Mini Fridge,Low performance,5/10/2025,2726,38,24,2019,2023
2034,Heater,Flickering,11/26/2024,1296,202,6,2017,2020
2095,Coffee Maker,Unresponsive,1/16/2025,1881,152,12,2024,2027
2002,Hair Dryer,Not working,9/8/2023,611,647,1,2014,2016
2099,Heater,Flickering,2/19/2025,1527,117,13,2024,2027
2125,Coffee Maker,Flickering,1/14/2025,2770,153,17,2014,2017
2036,Coffee Maker,Leaking,5/12/2025,3475,35,24,2023,2026
2010,Heater,Unresponsive,10/3/2024,2749,257,11,2024,2027
2094,Coffee Maker,Noisy,10/7/2023,4622,619,7,2016,2019
2017,Hair Dryer,Unresponsive,7/4/2023,1867,713,3,2021,2023
2033,Coffee Maker,Noisy,7/15/2023,4818,703,7,2017,2020
2033,Air Conditioner,Flickering,10/9/2024,4567,250,17,2017,2022
2009,Hair Dryer,Not working,8/11/2023,2862,676,4,2015,2017
2084,Television,Low performance,10/23/2023,2006,602,3,2024,2028
2114,Television,Not working,4/4/2024,718,439,2,2014,2018
2015,Coffee Maker,Overheating,7/29/2024,1141,322,4,2015,2018
2059,Coffee Maker,Unresponsive,4/15/2025,2093,63,24,2021,2024
2069,Air Conditioner,Leaking,4/19/2023,967,790,1,2018,2023
2142,Air Conditioner,Low performance,4/12/2023,662,797,1,2014,2019
2069,Coffee Maker,Noisy,8/21/2024,4819,300,16,2016,2019
2047,Lamp,Flickering,6/20/2023,1233,728,2,2018,2020
2002,Mini Fridge,Not working,4/15/2025,1256,62,19,2022,2026
2070,Lamp,Noisy,7/12/2024,2319,339,8,2023,2025
2020,Heater,Noisy,3/21/2024,2670,452,6,2020,2023
2075,Mini Fridge,Overheating,1/31/2023,3158,867,3,2019,2024
2081,Mini Fridge,Noisy,8/10/2024,2378,310,8,2022,2024
2070,Lamp,Not working,6/16/2024,4585,366,11,2017,2019
2019,Television,Flickering,7/31/2024,1624,320,5,2024,2028
2049,Heater,Noisy,4/5/2024,3817,437,9,2021,2024
2110,Mini Fridge,Flickering,1/3/2024,2495,531,5,2023,2028
2061,Coffee Maker,Leaking,12/1/2023,1050,564,2,2016,2019
2071,Coffee Maker,Not working,3/14/2023,2159,826,3,2023,2026
2041,Television,Noisy,9/26/2024,4395,263,18,2017,2021
2111,Heater,Flickering,11/24/2024,2452,205,13,2017,2020
2024,Coffee Maker,Unresponsive,1/2/2025,4894,166,24,2014,2017
2064,Heater,Overheating,10/31/2024,3279,229,14,2022,2025
2090,Television,Overheating,1/30/2025,4494,137,23,2023,2027
2027,Mini Fridge,Unresponsive,3/8/2024,4300,466,9,2024,2028
2033,Mini Fridge,Not working,11/14/2023,1880,580,3,2018,2023
2022,Mini Fridge,Low performance,1/5/2025,3631,163,20,2022,2027
2128,Mini Fridge,Unresponsive,10/22/2023,720,603,1,2014,2019
2111,Air Conditioner,Overheating,1/8/2023,2765,891,3,2020,2025
2130,Mini Fridge,Noisy,9/11/2023,762,644,1,2019,2022
2067,Coffee Maker,Flickering,10/12/2023,1284,614,2,2023,2026
2145,Air Conditioner,Leaking,1/1/2024,9178,532,17,2022,2027
2116,Heater,Flickering,4/6/2025,1252,72,19,2022,2025
2072,Air Conditioner,Unresponsive,4/30/2025,3139,47,23,2019,2024
2044,Television,Not working,6/6/2023,764,742,1,2019,2023
2073,Heater,Flickering,12/5/2024,13242,194,24,2020,2023
2132,Air Conditioner,Unresponsive,2/6/2024,711,497,2,2022,2027
2132,Hair Dryer,Unresponsive,2/7/2023,2668,860,3,2016,2018
2015,Air Conditioner,Flickering,1/11/2023,3503,887,4,2023,2028
2132,Mini Fridge,Flickering,11/9/2024,1238,220,6,2021,2023
2129,Television,Not working,5/18/2023,1002,760,1,2015,2019
2017,Hair Dryer,Low performance,11/22/2023,1227,573,2,2024,2026
2036,Heater,Noisy,1/5/2023,2867,894,3,2021,2024
2039,Television,Flickering,4/9/2024,1927,433,5,2017,2021
2006,Coffee Maker,Low performance,3/20/2024,2328,453,5,2022,2025
2020,Coffee Maker,Not working,2/2/2023,1653,865,2,2022,2025
2087,Hair Dryer,Low performance,11/23/2023,1989,571,4,2016,2018
2003,Hair Dryer,Unresponsive,10/28/2024,2615,231,11,2019,2021
2063,Air Conditioner,Flickering,2/13/2025,2708,124,23,2022,2027
2089,Mini Fridge,Flickering,11/28/2024,1098,200,5,2019,2024
2129,Lamp,Noisy,11/10/2024,2444,219,10,2014,2016
2076,Air Conditioner,Overheating,4/12/2025,2041,65,23,2015,2020
2126,Hair Dryer,Leaking,4/20/2024,4479,423,11,2017,2019
2025,Lamp,Overheating,6/28/2023,2819,720,3,2024,2026
2109,Lamp,Leaking,2/4/2023,4761,864,5,2024,2026
2144,Television,Leaking,11/21/2023,4537,574,8,2017,2021
2032,Hair Dryer,Unresponsive,3/24/2025,1535,85,15,2020,2022
2095,Heater,Leaking,5/26/2024,4757,386,12,2024,2027
2003,Television,Flickering,1/3/2025,4071,165,20,2014,2018
2006,Television,Flickering,1/12/2024,2527,522,6,2016,2020
2031,Coffee Maker,Overheating,8/4/2023,4141,682,6,2023,2026
2005,Coffee Maker,Flickering,12/24/2024,1987,174,10,2018,2021
2130,Air Conditioner,Low performance,6/16/2025,1020,1,24,2016,2021
2014,Hair Dryer,Low performance,1/13/2025,5147,154,23,2018,2020
2103,Hair Dryer,Overheating,3/12/2023,1277,827,2,2023,2025
2018,Mini Fridge,Noisy,3/16/2024,4918,457,11,2016,2020
2005,Mini Fridge,Flickering,3/26/2024,2777,448,6,2023,2025
2124,Hair Dryer,Flickering,7/8/2024,2696,344,8,2018,2020
2085,Heater,Unresponsive,4/21/2025,2141,56,24,2021,2024
2090,Air Conditioner,Leaking,12/26/2024,844,173,5,2023,2028
2030,Air Conditioner,Low performance,2/2/2025,3174,134,23,2022,2027
2033,Hair Dryer,Not working,12/7/2023,2780,558,5,2019,2021
2027,Air Conditioner,Overheating,4/15/2025,2194,62,23,2018,2023
2122,Heater,Overheating,2/4/2025,1946,133,18,2018,2021
2081,Air Conditioner,Unresponsive,4/3/2024,4929,440,11,2020,2025
2148,Mini Fridge,Noisy,1/19/2024,2728,514,5,2015,2019
2025,Television,Overheating,9/22/2023,2673,633,4,2024,2028
2150,Heater,Unresponsive,11/27/2024,2262,202,10,2024,2027
2129,Heater,Unresponsive,3/14/2025,1608,94,16,2017,2020
2000,Mini Fridge,Overheating,10/25/2023,3997,600,6,2020,2024
2135,Hair Dryer,Unresponsive,6/25/2023,953,722,2,2017,2019
2109,Television,Not working,5/22/2023,4647,756,6,2019,2023
2045,Mini Fridge,Leaking,6/16/2025,2813,1,24,2017,2020
2106,Television,Overheating,3/12/2024,3986,462,9,2018,2022
2099,Lamp,Flickering,2/25/2025,2943,112,24,2023,2025
2048,Coffee Maker,Unresponsive,2/25/2023,4388,843,5,2016,2019
2028,Heater,Leaking,11/24/2024,4312,205,21,2017,2020
2121,Mini Fridge,Noisy,10/11/2024,4951,248,22,2024,2026
2146,Television,Noisy,5/5/2024,2272,408,6,2014,2018
2112,Mini Fridge,Low performance,9/26/2024,3942,263,17,2020,2023
2072,Hair Dryer,Not working,5/16/2024,4748,397,12,2020,2022
2007,Hair Dryer,Low performance,2/26/2025,646,110,6,2020,2022
2069,Television,Low performance,4/30/2023,671,779,1,2015,2019
2008,Hair Dryer,Overheating,3/24/2024,3720,449,8,2022,2024
2041,Television,Unresponsive,7/17/2023,1667,700,2,2014,2018
2147,Hair Dryer,Overheating,2/26/2024,1134,477,3,2023,2025
2024,Heater,Leaking,8/16/2023,1908,670,3,2020,2023
2045,Coffee Maker,Leaking,6/19/2023,4336,728,6,2015,2018
2096,Mini Fridge,Not working,6/15/2023,1362,732,3,2018,2021
2007,Heater,Noisy,8/25/2023,1688,661,3,2018,2021
2138,Television,Low performance,8/10/2024,1710,310,6,2017,2021
2105,Television,Noisy,3/1/2025,3661,107,24,2017,2021
2086,Lamp,Leaking,8/16/2023,4637,670,7,2017,2019
2061,Heater,Unresponsive,3/19/2024,4790,455,11,2018,2021
2098,Hair Dryer,Overheating,10/3/2023,3182,622,5,2022,2024
2056,Television,Leaking,10/27/2024,2965,233,13,2019,2023
2101,Hair Dryer,Leaking,5/25/2023,2718,754,4,2018,2020
2077,Heater,Overheating,8/30/2023,3980,657,6,2015,2018
2055,Mini Fridge,Low performance,10/25/2024,4770,235,21,2016,2020
2018,Air Conditioner,Flickering,3/10/2023,1530,830,2,2022,2027
2128,Mini Fridge,Flickering,5/24/2024,1018,388,3,2024,2028
2056,Hair Dryer,Flickering,12/23/2024,4730,176,24,2017,2019
2026,Air Conditioner,Leaking,8/16/2023,2880,671,4,2021,2026
2007,Heater,Low performance,6/13/2024,2802,368,8,2014,2017
2075,Mini Fridge,Leaking,3/22/2023,2756,818,3,2016,2021
2005,Air Conditioner,Overheating,6/3/2024,2687,379,7,2020,2025
2080,Lamp,Leaking,1/2/2023,703,897,1,2014,2016
2112,Air Conditioner,Overheating,4/10/2025,672,67,11,2021,2026
2022,Television,Unresponsive,2/1/2024,2199,502,4,2014,2018
2024,Hair Dryer,Unresponsive,1/9/2024,1480,524,3,2017,2019
2065,Lamp,Not working,4/16/2025,1774,61,24,2015,2017
2006,Hair Dryer,Not working,7/21/2024,4844,331,14,2022,2024
2072,Mini Fridge,Leaking,5/28/2023,2759,750,4,2022,2026
2139,Mini Fridge,Unresponsive,3/2/2024,1790,472,3,2017,2022
2136,Lamp,Not working,8/24/2024,1651,296,5,2014,2016
2042,Lamp,Noisy,5/29/2023,3802,750,5,2024,2026
2096,Hair Dryer,Overheating,1/12/2025,1234,156,9,2019,2021
2087,Coffee Maker,Noisy,3/24/2023,3500,815,4,2017,2020
2005,Air Conditioner,Overheating,6/30/2024,1808,351,5,2024,2029
2081,Lamp,Flickering,8/29/2024,1211,291,4,2016,2018
2134,Air Conditioner,Flickering,1/12/2025,3799,155,22,2024,2029
2017,Coffee Maker,Low performance,3/3/2023,1806,836,3,2022,2025
2120,Air Conditioner,Unresponsive,3/10/2025,3793,99,24,2016,2021
2110,Air Conditioner,Not working,1/24/2023,5027,875,6,2015,2020
2145,Mini Fridge,Overheating,12/5/2024,3544,194,20,2016,2019
2054,Air Conditioner,Unresponsive,6/16/2025,5852,1,24,2015,2020
2097,Coffee Maker,Flickering,6/22/2023,2858,725,4,2015,2018
2054,Coffee Maker,Overheating,9/14/2023,3069,641,5,2024,2027
2141,Heater,Unresponsive,3/15/2025,1806,94,22,2020,2023
2011,Mini Fridge,Low performance,9/6/2024,854,284,3,2014,2019
2072,Mini Fridge,Overheating,1/7/2024,3833,526,8,2020,2024
2150,Television,Not working,7/1/2024,3746,350,10,2020,2024
2112,Lamp,Not working,1/19/2023,1430,880,2,2017,2019
2144,Television,Leaking,6/7/2024,1376,375,4,2018,2022
2114,Coffee Maker,Noisy,8/13/2024,468,308,2,2016,2019
2035,Coffee Maker,Flickering,3/2/2024,2696,472,6,2023,2026
2057,Television,Unresponsive,6/3/2024,2456,378,7,2016,2020
2146,Television,Unresponsive,4/2/2024,4194,441,10,2022,2026
2109,Lamp,Overheating,2/22/2024,3634,480,8,2023,2025
2003,Mini Fridge,Not working,5/4/2023,4412,774,6,2015,2017
2091,Television,Unresponsive,5/20/2024,3809,393,11,2014,2018
2031,Heater,Leaking,9/30/2024,646,259,2,2022,2025
2010,Heater,Not working,1/15/2025,4398,152,24,2024,2027
2128,Mini Fridge,Overheating,11/8/2024,3448,221,15,2022,2025
2089,Lamp,Low performance,9/25/2023,2315,631,4,2022,2024
2123,Hair Dryer,Low performance,2/17/2023,2673,851,3,2020,2022
2035,Hair Dryer,Low performance,7/30/2023,1444,688,2,2019,2021
2004,Heater,Leaking,4/12/2025,3814,65,24,2023,2026
2117,Lamp,Noisy,11/3/2023,4949,592,7,2021,2023
2041,Air Conditioner,Not working,2/1/2023,4011,866,5,2024,2029
2129,Hair Dryer,Noisy,11/1/2024,1146,228,6,2023,2025
2071,Lamp,Leaking,9/7/2024,3129,282,10,2017,2019
2126,Television,Overheating,8/2/2024,908,319,3,2015,2019
2062,Mini Fridge,Unresponsive,1/5/2023,1612,894,2,2021,2025
2000,Coffee Maker,Not working,1/10/2023,4367,889,5,2016,2019
